sample_size,rho_mu,avg_power,sd_power,N,se_power,Level,Model,Total_name,Total_tests,dm,delta_mu,n1_prop
1200,NA,0.9962,0.0022384204957490634,20,5.005260390723684e-4,Region,Binary (delta; 50_50),Region_500K,500000,500,0.05,0.5
900,NA,0.5907,0.024255438890885345,20,0.005423681018411173,Region,Binary (delta; 25_75),Region_100K,100000,500,0.01,0.25
1000,NA,0.6111,0.022817121918234543,20,0.005102063566007283,Region,Binary (delta; 25_75),Region_100K,100000,500,0.01,0.25
1100,NA,0.6281,0.026217511223166155,20,0.005862413729586318,Region,Binary (delta; 25_75),Region_100K,100000,500,0.01,0.25
1200,NA,0.6595,0.014623341111495618,20,0.003269878478347153,Region,Binary (delta; 25_75),Region_100K,100000,500,0.01,0.25
900,NA,0.8707,0.018708568259377577,20,0.004183363038966318,Region,Binary (delta; 25_75),Region_100K,100000,500,0.02,0.25
1000,NA,0.8902,0.013089167879948443,20,0.0029268269148471525,Region,Binary (delta; 25_75),Region_100K,100000,500,0.02,0.25
1100,NA,0.8972,0.014237090181708677,20,0.0031835101448095433,Region,Binary (delta; 25_75),Region_100K,100000,500,0.02,0.25
1200,NA,0.9107000000000001,0.011017211415254826,20,0.0024635233646996455,Region,Binary (delta; 25_75),Region_100K,100000,500,0.02,0.25
900,NA,0.9532999999999999,0.010387745816966,20,0.0023227705779725063,Region,Binary (delta; 25_75),Region_100K,100000,500,0.03,0.25
1000,NA,0.9639,0.008837122656278196,20,0.0019760406984941554,Region,Binary (delta; 25_75),Region_100K,100000,500,0.03,0.25
1100,NA,0.9667,0.00904433524367602,20,0.0020223748416156703,Region,Binary (delta; 25_75),Region_100K,100000,500,0.03,0.25
1200,NA,0.9681,0.007690732632269355,20,0.001719700096253017,Region,Binary (delta; 25_75),Region_100K,100000,500,0.03,0.25
900,NA,0.993,0.003811340418996145,20,8.52241626226791e-4,Region,Binary (delta; 25_75),Region_100K,100000,500,0.05,0.25
1000,NA,0.9934,0.004500292388161841,20,0.0010062959698554745,Region,Binary (delta; 25_75),Region_100K,100000,500,0.05,0.25
1100,NA,0.9936,0.002562893102068752,20,5.730803195291036e-4,Region,Binary (delta; 25_75),Region_100K,100000,500,0.05,0.25
1200,NA,0.9961,0.00293616290957756,20,6.565459858828992e-4,Region,Binary (delta; 25_75),Region_100K,100000,500,0.05,0.25
900,NA,0.6553,0.01679943608076115,20,0.0037564681060244572,Region,Binary (delta; 50_50),Region_100K,100000,500,0.01,0.5
1000,NA,0.6815,0.021598001856896976,20,0.004829460033018832,Region,Binary (delta; 50_50),Region_100K,100000,500,0.01,0.5
1100,NA,0.7049,0.025525838302642108,20,0.00570775096273756,Region,Binary (delta; 50_50),Region_100K,100000,500,0.01,0.5
1200,NA,0.7182,0.022523905429331605,20,0.0050364983658762056,Region,Binary (delta; 50_50),Region_100K,100000,500,0.01,0.5
900,NA,0.9072,0.013524247230729518,20,0.0030241136152424483,Region,Binary (delta; 50_50),Region_100K,100000,500,0.02,0.5
1000,NA,0.9151,0.012405007477882297,20,0.0027738439981938035,Region,Binary (delta; 50_50),Region_100K,100000,500,0.02,0.5
1100,NA,0.926,0.01246468696167822,20,0.0027871887364567817,Region,Binary (delta; 50_50),Region_100K,100000,500,0.02,0.5
1200,NA,0.9404,0.010985157450420344,20,0.0024563558802678164,Region,Binary (delta; 50_50),Region_100K,100000,500,0.02,0.5
900,NA,0.9697,0.005849876291989345,20,0.0013080721048852584,Region,Binary (delta; 50_50),Region_100K,100000,500,0.03,0.5
1000,NA,0.9771,0.006972879794717462,20,0.0015591833219923024,Region,Binary (delta; 50_50),Region_100K,100000,500,0.03,0.5
1100,NA,0.9817,0.006061960773631969,20,0.0013554956366778298,Region,Binary (delta; 50_50),Region_100K,100000,500,0.03,0.5
1200,NA,0.9816,0.0050513156181023035,20,0.0011295085097883118,Region,Binary (delta; 50_50),Region_100K,100000,500,0.03,0.5
900,NA,0.9954,0.003315037508718498,20,7.412649217456113e-4,Region,Binary (delta; 50_50),Region_100K,100000,500,0.05,0.5
1000,NA,0.996,0.0033086807674740475,20,7.398435111918145e-4,Region,Binary (delta; 50_50),Region_100K,100000,500,0.05,0.5
1100,NA,0.998,0.0019466570535691522,20,4.352857500660074e-4,Region,Binary (delta; 50_50),Region_100K,100000,500,0.05,0.5
1200,NA,0.9984,0.0017888543819998333,20,4.0000000000000034e-4,Region,Binary (delta; 50_50),Region_100K,100000,500,0.05,0.5
900,NA,0.6518,0.021125190749683827,20,0.004723736255394278,Region,Binary (delta; 25_75),Region_20K,20000,500,0.01,0.25
1000,NA,0.6754,0.015988153509132266,20,0.0035750598081121547,Region,Binary (delta; 25_75),Region_20K,20000,500,0.01,0.25
1100,NA,0.6969,0.01874454306556554,20,0.004191407250177684,Region,Binary (delta; 25_75),Region_20K,20000,500,0.01,0.25
1200,NA,0.7162999999999999,0.020347248617830112,20,0.004549783106455677,Region,Binary (delta; 25_75),Region_20K,20000,500,0.01,0.25
900,NA,0.9031,0.012060810830733442,20,0.0026968792881285684,Region,Binary (delta; 25_75),Region_20K,20000,500,0.02,0.25
1000,NA,0.9133,0.011503317599261263,20,0.0025722200118717866,Region,Binary (delta; 25_75),Region_20K,20000,500,0.02,0.25
1100,NA,0.9246000000000001,0.01169975258397867,20,0.002616144209770512,Region,Binary (delta; 25_75),Region_20K,20000,500,0.02,0.25
1200,NA,0.9315,0.012343760409722427,20,0.002760148737411,Region,Binary (delta; 25_75),Region_20K,20000,500,0.02,0.25
900,NA,0.972,0.008849620866098409,20,0.0019788353831696605,Region,Binary (delta; 25_75),Region_20K,20000,500,0.03,0.25
1000,NA,0.9746,0.006327883158146803,20,0.0014149576895292303,Region,Binary (delta; 25_75),Region_20K,20000,500,0.03,0.25
1100,NA,0.9793,0.007657813347369992,20,0.0017123391203724512,Region,Binary (delta; 25_75),Region_20K,20000,500,0.03,0.25
1200,NA,0.9797,0.007056911505750946,20,0.0015779733838059513,Region,Binary (delta; 25_75),Region_20K,20000,500,0.03,0.25
900,NA,0.994,0.0033086807674740475,20,7.398435111918145e-4,Region,Binary (delta; 25_75),Region_20K,20000,500,0.05,0.25
1000,NA,0.9972,0.002375311613906248,20,5.311358236439105e-4,Region,Binary (delta; 25_75),Region_20K,20000,500,0.05,0.25
1100,NA,0.9966,0.0024365635853109127,20,5.448321808255808e-4,Region,Binary (delta; 25_75),Region_20K,20000,500,0.05,0.25
1200,NA,0.9977,0.0018666040089734609,20,4.1738534511382856e-4,Region,Binary (delta; 25_75),Region_20K,20000,500,0.05,0.25
900,NA,0.7132999999999999,0.017329925440966957,20,0.003875089133100513,Region,Binary (delta; 50_50),Region_20K,20000,500,0.01,0.5
1000,NA,0.7361,0.019579527439058452,20,0.004378115432105706,Region,Binary (delta; 50_50),Region_20K,20000,500,0.01,0.5
1100,NA,0.767,0.017137217117324396,20,0.003831998241951034,Region,Binary (delta; 50_50),Region_20K,20000,500,0.01,0.5
1200,NA,0.7744,0.01804788951067338,20,0.0040356307796271095,Region,Binary (delta; 50_50),Region_20K,20000,500,0.01,0.5
900,NA,0.9328000000000001,0.007931283827848697,20,0.0017734889787914424,Region,Binary (delta; 50_50),Region_20K,20000,500,0.02,0.5
1000,NA,0.9430999999999999,0.011303935039110074,20,0.002527636716069187,Region,Binary (delta; 50_50),Region_20K,20000,500,0.02,0.5
1100,NA,0.9477,0.010628165163227454,20,0.0023765299781071734,Region,Binary (delta; 50_50),Region_20K,20000,500,0.02,0.5
1200,NA,0.9548,0.008036757659915511,20,0.0017970736446263219,Region,Binary (delta; 50_50),Region_20K,20000,500,0.02,0.5
900,NA,0.9796,0.007243145580114825,20,0.0016196165888063899,Region,Binary (delta; 50_50),Region_20K,20000,500,0.03,0.5
1000,NA,0.9847,0.0045084715580198265,20,0.001008124887835672,Region,Binary (delta; 50_50),Region_20K,20000,500,0.03,0.5
1100,NA,0.9876,0.0048817598207376465,20,0.0010915946808996565,Region,Binary (delta; 50_50),Region_20K,20000,500,0.03,0.5
1200,NA,0.9881,0.0037542957851114086,20,8.394860583150052e-4,Region,Binary (delta; 50_50),Region_20K,20000,500,0.03,0.5
900,NA,0.9973,0.002696976865033575,20,6.030623603959349e-4,Region,Binary (delta; 50_50),Region_20K,20000,500,0.05,0.5
1000,NA,0.9979,0.00229186203313973,20,5.124759301151312e-4,Region,Binary (delta; 50_50),Region_20K,20000,500,0.05,0.5
1100,NA,0.9989,0.0021001253095445237,20,4.696022953409343e-4,Region,Binary (delta; 50_50),Region_20K,20000,500,0.05,0.5
1200,NA,0.9984,0.0020104987598001402,20,4.495611895592135e-4,Region,Binary (delta; 50_50),Region_20K,20000,500,0.05,0.5
900,NA,0.55965,0.014437797615980043,20,0.003228389691471578,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.01,0.25
1000,NA,0.5833999999999999,0.016310797198885087,20,0.003647205130392021,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.01,0.25
1100,NA,0.61105,0.020520785354828604,20,0.00458858710050789,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.01,0.25
1200,NA,0.62595,0.01600156242371352,20,0.003578058132562972,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.01,0.25
900,NA,0.85775,0.01036123849536796,20,0.00231684336067304,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.02,0.25
1000,NA,0.87055,0.011004664082967167,20,0.0024607176959064968,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.02,0.25
1100,NA,0.8885500000000001,0.011245934938082257,20,0.0025146674992091813,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.02,0.25
1200,NA,0.8955,0.010359333447364477,20,0.002316417378989421,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.02,0.25
900,NA,0.9474,0.009885662132071538,20,0.002210501252990746,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.03,0.25
1000,NA,0.9548,0.008243657849331327,20,0.0018433379334354565,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.03,0.25
1100,NA,0.96075,0.005349618776383195,20,0.001196211123770207,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.03,0.25
1200,NA,0.96665,0.005575085555161326,20,0.0012466270281717878,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.03,0.25
900,NA,0.99025,0.00312671005842782,20,6.991536236576944e-4,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.05,0.25
1000,NA,0.99265,0.0017851728502481668,20,3.991767844741953e-4,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.05,0.25
1100,NA,0.9943,0.002341839133312918,20,5.236511494456877e-4,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.05,0.25
1200,NA,0.99525,0.002381397201556044,20,5.324966024107082e-4,Region,Binary (delta; 25_75),Region_500K,500000,1000,0.05,0.25
900,NA,0.63045,0.018596759763039667,20,0.004158361899138957,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.01,0.5
1000,NA,0.65545,0.011394712531881212,20,0.002547935180535513,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.01,0.5
1100,NA,0.67705,0.015090865135117839,20,0.0033744200281405033,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.01,0.5
1200,NA,0.69495,0.017037033964742473,20,0.0038095966080136925,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.01,0.5
900,NA,0.89215,0.009554690223296518,20,0.0021364936843243656,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.02,0.5
1000,NA,0.90695,0.012700911695415299,20,0.002840010192717071,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.02,0.5
1100,NA,0.91805,0.0102468223572507,20,0.00229125913441772,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.02,0.5
1200,NA,0.9253,0.007298882394622224,20,0.0016320797194151737,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.02,0.5
900,NA,0.96605,0.0063864577118511665,20,0.0014280553579126972,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.03,0.5
1000,NA,0.9715,0.005577209262516047,20,0.0012471019035727349,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.03,0.5
1100,NA,0.9754499999999999,0.004248529157249604,20,9.500000000000008e-4,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.03,0.5
1200,NA,0.98015,0.004171015274612724,20,9.326673689224003e-4,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.03,0.5
900,NA,0.9946,0.002817240157541272,20,6.299540501204501e-4,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.05,0.5
1000,NA,0.9953,0.002515216847405745,20,5.624195848951962e-4,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.05,0.5
1100,NA,0.99685,0.0013088765773505327,20,2.9267370011130527e-4,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.05,0.5
1200,NA,0.99795,0.001394538218230417,20,3.118282253184649e-4,Region,Binary (delta; 50_50),Region_500K,500000,1000,0.05,0.5
900,NA,0.61425,0.013214326356369132,20,0.002954813200970849,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.01,0.25
1000,NA,0.63765,0.01985281366774785,20,0.004439224090572112,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.01,0.25
1100,NA,0.6647500000000001,0.014241802813142072,20,0.0031845639212333405,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.01,0.25
1200,NA,0.6782,0.01451532765190317,20,0.003245725934533789,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.01,0.25
900,NA,0.88745,0.01587939744316185,20,0.003550741212464625,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.02,0.25
1000,NA,0.9006000000000001,0.008022337236544112,20,0.0017938491399340443,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.02,0.25
1100,NA,0.9093,0.009873409265614181,20,0.0022077614287589584,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.02,0.25
1200,NA,0.9193,0.007197221686178639,20,0.0016093476939431095,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.02,0.25
900,NA,0.9598,0.007918000810943718,20,0.0017705188059168615,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.03,0.25
1000,NA,0.9668,0.005166694963137006,20,0.0011553081156580115,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.03,0.25
1100,NA,0.9718,0.005671721171975191,20,0.0012682354089961303,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.03,0.25
1200,NA,0.97525,0.006103277807866857,20,0.0013647344063956192,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.03,0.25
900,NA,0.99295,0.002892367451359565,20,6.467530237147804e-4,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.05,0.25
1000,NA,0.99425,0.002381397201556044,20,5.324966024107082e-4,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.05,0.25
1100,NA,0.9959,0.0019973666874689116,20,4.466247689174064e-4,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.05,0.25
1200,NA,0.99705,0.002282081229238371,20,5.102888758753278e-4,Region,Binary (delta; 25_75),Region_100K,100000,1000,0.05,0.25
900,NA,0.68045,0.014262482990441413,20,0.003189188149456148,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.01,0.5
1000,NA,0.7006,0.01352736018904686,20,0.0030248096938833183,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.01,0.5
1100,NA,0.7252,0.018958680833522385,20,0.004239289910747843,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.01,0.5
1200,NA,0.75005,0.01505245215204068,20,0.003365830624002596,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.01,0.5
900,NA,0.91805,0.011199036612701626,20,0.002504180714850982,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.02,0.5
1000,NA,0.9278000000000001,0.0070903937979865505,20,0.0015854602519540838,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.02,0.5
1100,NA,0.9391499999999999,0.007485248651075027,20,0.0016737524812292365,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.02,0.5
1200,NA,0.9488,0.006638008578989391,20,0.001484303841784706,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.02,0.5
900,NA,0.97615,0.0049976310177396776,20,0.0011175042682127377,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.03,0.5
1000,NA,0.9792,0.004137123333148801,20,9.250889004221226e-4,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.03,0.5
1100,NA,0.9813999999999999,0.003346640106136305,20,7.483314773547889e-4,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.03,0.5
1200,NA,0.98395,0.004465953072089462,20,9.986174653516056e-4,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.03,0.5
900,NA,0.99605,0.0023050288273114617,20,5.154201147965053e-4,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.05,0.5
1000,NA,0.9977,0.0011285761872936704,20,2.5235730725761815e-4,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.05,0.5
1100,NA,0.99785,0.0015312533566021226,20,3.4239865961370724e-4,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.05,0.5
1200,NA,0.99785,0.001268027892769756,20,2.8353965655989887e-4,Region,Binary (delta; 50_50),Region_100K,100000,1000,0.05,0.5
900,NA,0.6788000000000001,0.01116196549377439,20,0.002495891360658654,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.01,0.25
1000,NA,0.69395,0.016426791338670175,20,0.003673142208547128,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.01,0.25
1100,NA,0.7218,0.013990974534357962,20,0.003128477013029287,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.01,0.25
1200,NA,0.73985,0.013902953113031715,20,0.003108794824873123,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.01,0.25
900,NA,0.9156000000000001,0.010158740079360244,20,0.002271563338320111,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.02,0.25
1000,NA,0.9277500000000001,0.007210190157358065,20,0.0016122475322552538,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.02,0.25
1100,NA,0.931,0.009380831519646827,20,0.0020976176963402957,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.02,0.25
1200,NA,0.9400999999999999,0.007369210484027048,20,0.0016478055582788607,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.02,0.25
900,NA,0.97395,0.004211200603903336,20,9.416530817216026e-4,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.03,0.25
1000,NA,0.9783499999999999,0.0031334359818945712,20,7.006575858660061e-4,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.03,0.25
1100,NA,0.97955,0.0038453663161346777,20,8.598500481265085e-4,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.03,0.25
1200,NA,0.984,0.0028469743865891647,20,6.366028258614138e-4,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.03,0.25
900,NA,0.9963,0.001657518754359249,20,3.7063246087280566e-4,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.05,0.25
1000,NA,0.9968,0.0016733200530681526,20,3.7416573867739446e-4,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.05,0.25
1100,NA,0.99765,0.0017554426642213145,20,3.925289127802197e-4,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.05,0.25
1200,NA,0.9977,0.0014545753585442777,20,3.252529380101134e-4,Region,Binary (delta; 25_75),Region_20K,20000,1000,0.05,0.25
900,NA,0.737,0.015670958725247843,20,0.0035041328982247624,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.01,0.5
1000,NA,0.7634,0.01562184705030613,20,0.0034931511938589084,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.01,0.5
1100,NA,0.77575,0.019809288092630748,20,0.00442949147609995,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.01,0.5
1200,NA,0.79945,0.011090417865033415,20,0.0024798928245092803,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.01,0.5
900,NA,0.9425,0.007890700722669461,20,0.0017644143205995631,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.02,0.5
1000,NA,0.9503999999999999,0.007789331435401003,20,0.0017417474588832652,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.02,0.5
1100,NA,0.95245,0.007148610464904859,20,0.001598477894419364,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.02,0.5
1200,NA,0.96395,0.005933624081186991,20,0.0013267986798463844,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.02,0.5
900,NA,0.98485,0.0037455236440878436,20,8.375245479513146e-4,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.03,0.5
1000,NA,0.985,0.0039202577788497025,20,8.765962882830272e-4,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.03,0.5
1100,NA,0.9881,0.003640416401862209,20,8.14021854096909e-4,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.03,0.5
1200,NA,0.99165,0.0028149039433924437,20,6.294316567557723e-4,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.03,0.5
900,NA,0.99805,0.001316894273021108,20,2.9446651136553646e-4,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.05,0.5
1000,NA,0.9982,0.001399247918291147,20,3.128813462674076e-4,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.05,0.5
1100,NA,0.999,9.733285267845761e-4,20,2.176428750330037e-4,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.05,0.5
1200,NA,0.99885,0.0010399898784932587,20,2.3254880642226727e-4,Region,Binary (delta; 50_50),Region_20K,20000,1000,0.05,0.5
